X,Y,Z,Yaw,Pitch,Roll
-0.091651429,-0.069057143,0.080748571,-33.95545714,8.677457143,1.492857143
-0.089374075,-0.067250314,0.079844627,-33.95712718,8.666993651,1.494527182
-0.087117317,-0.065455532,0.078959535,-33.95864602,8.656555556,1.496046025
-0.084881064,-0.063672777,0.078093118,-33.96001486,8.646142857,1.497414857
-0.082665223,-0.061902033,0.077245202,-33.96123486,8.635755556,1.498634864
-0.080469703,-0.06014328,0.076415611,-33.96230723,8.625393651,1.499707231
-0.078294411,-0.058396503,0.075604168,-33.96323314,8.615057143,1.500633143
-0.076139255,-0.056661682,0.074810699,-33.96401378,8.604746032,1.501413785
-0.074004144,-0.0549388,0.074035028,-33.96465034,8.594460317,1.502050342
-0.071888986,-0.05322784,0.073276979,-33.965144,8.5842,1.502544
-0.069793687,-0.051528783,0.072536377,-33.96549594,8.573965079,1.502895944
-0.067718158,-0.049841612,0.071813045,-33.96570736,8.563755556,1.503107358
-0.065662305,-0.048166309,0.071106809,-33.96577943,8.553571429,1.503179429
-0.063626037,-0.046502855,0.070417492,-33.96571334,8.543412698,1.50311334
-0.061609261,-0.044851235,0.069744919,-33.96551028,8.533279365,1.502910279
-0.059611886,-0.043211429,0.069088914,-33.96517143,8.523171429,1.502571429
-0.057633819,-0.041583419,0.068449302,-33.96469798,8.513088889,1.502097975
-0.05567497,-0.039967189,0.067825907,-33.9640911,8.503031746,1.501491104
-0.053735245,-0.03836272,0.067218554,-33.963352,8.493,1.500752
-0.051814553,-0.036769994,0.066627066,-33.96248185,8.482993651,1.499881848
-0.049912801,-0.035188995,0.066051268,-33.96148183,8.473012698,1.498881834
-0.048029899,-0.033619703,0.065490984,-33.96035314,8.463057143,1.497753143
-0.046165753,-0.032062101,0.06494604,-33.95909696,8.453126984,1.496496959
-0.044320273,-0.030516172,0.064416258,-33.95771447,8.443222222,1.495114469
-0.042493365,-0.028981897,0.063901464,-33.95620686,8.433342857,1.493606857
-0.040684938,-0.027459259,0.063401481,-33.95457531,8.423488889,1.491975309
-0.038894901,-0.02594824,0.062916135,-33.95282101,8.413660317,1.490221009
-0.03712316,-0.024448823,0.06244525,-33.95094514,8.403857143,1.488345143
-0.035369624,-0.022960989,0.061988649,-33.9489489,8.394079365,1.486348896
-0.033634201,-0.02148472,0.061546158,-33.94683345,8.384326984,1.484233453
-0.0319168,-0.02002,0.0611176,-33.9446,8.3746,1.482
-0.030217328,-0.01856681,0.0607028,-33.94224972,8.364898413,1.479649721
-0.028535692,-0.017125132,0.060301583,-33.9397838,8.355222222,1.477183802
-0.026871803,-0.015694949,0.059913772,-33.93720343,8.345571429,1.474603429
-0.025225566,-0.014276242,0.059539192,-33.93450978,8.335946032,1.471909785
-0.02359689,-0.012868995,0.059177668,-33.93170406,8.326346032,1.469104056
-0.021985684,-0.011473189,0.058829023,-33.92878743,8.316771429,1.466187429
-0.020391855,-0.010088806,0.058493083,-33.92576109,8.307222222,1.463161086
-0.018815312,-0.008715829,0.05816967,-33.92262622,8.297698413,1.460026215
-0.017255962,-0.00735424,0.057858611,-33.919384,8.2882,1.456784
-0.015713713,-0.006004021,0.057559729,-33.91603563,8.278726984,1.453435626
-0.014188474,-0.004665155,0.057272849,-33.91258228,8.269279365,1.449982279
-0.012680152,-0.003337623,0.056997794,-33.90902514,8.259857143,1.446425143
-0.011188655,-0.002021408,0.056734389,-33.9053654,8.250460317,1.442765404
-0.009713893,-0.000716492,0.056482459,-33.90160425,8.241088889,1.439004247
-0.008255771,0.000577143,5.62E-02,-33.89774286,8.231742857,1.435142857
-0.0068142,0.001859514,5.60E-02,-33.89378242,8.222422222,1.43118242
-0.005389086,0.00313064,5.58E-02,-33.88972412,8.213126984,1.42712412
-0.003980337,0.004390537,5.56E-02,-33.88556914,8.203857143,1.422969143
-0.002587863,0.005639225,5.54E-02,-33.88131867,8.194612698,1.418718674
-0.00121157,0.00687672,5.52E-02,-33.8769739,8.185393651,1.414373898
0.000148634,0.00810304,5.50E-02,-33.872536,8.1762,1.409936
0.001492839,0.009318204,5.49E-02,-33.86800617,8.167031746,1.405406166
0.002821139,0.010522228,5.47E-02,-33.86338558,8.157888889,1.40078558
0.004133625,0.011715131,5.46E-02,-33.85867543,8.148771429,1.396075429
0.005430389,0.012896931,5.44E-02,-33.8538769,8.139679365,1.391276896
0.006711523,0.014067645,5.43E-02,-33.84899117,8.130612698,1.386391168
0.007977119,0.015227291,5.42E-02,-33.84401943,8.121571429,1.381419429
0.009227269,0.016375887,5.41E-02,-33.83896286,8.112555556,1.376362864
0.010462066,0.017513451,5.40E-02,-33.83382266,8.103565079,1.37122266
0.0116816,0.01864,5.39E-02,-33.8286,8.0946,1.366
0.012885964,0.019755552,5.38E-02,-33.82329607,8.085660317,1.360696071
0.014075251,0.020860125,5.37E-02,-33.81791206,8.076746032,1.355312056
0.015249551,0.021953737,5.36E-02,-33.81244914,8.067857143,1.349849143
0.016408957,0.023036406,5.36E-02,-33.80690851,8.058993651,1.344308515
0.01755356,0.024108148,5.35E-02,-33.80129136,8.050155556,1.338691358
0.018683454,0.025168983,5.35E-02,-33.79559886,8.041342857,1.332998857
0.01979873,0.026218927,5.35E-02,-33.7898322,8.032555556,1.327232198
0.020899479,0.027258,5.34E-02,-33.78399256,8.023793651,1.321392564
0.021985794,0.028286217,5.34E-02,-33.77808114,8.015057143,1.315481143
0.023057766,0.029303598,5.34E-02,-33.77209912,8.006346032,1.309499118
0.024115489,0.03031016,5.34E-02,-33.76604768,7.997660317,1.303447675
0.025159053,0.03130592,5.34E-02,-33.759928,7.989,1.297328
0.02618855,0.032290897,5.34E-02,-33.75374128,7.980365079,1.291141277
0.027204074,0.033265108,5.34E-02,-33.74748869,7.971755556,1.284888691
0.028205714,0.034228571,5.34E-02,-33.74117143,7.963171429,1.278571429
0.029193565,0.035181305,5.34E-02,-33.73479067,7.954612698,1.272190674
0.030167716,0.036123325,5.35E-02,-33.72834761,7.946079365,1.265747612
0.031128261,0.037054651,5.35E-02,-33.72184343,7.937571429,1.259243429
0.032075292,0.037975301,5.35E-02,-33.71527931,7.929088889,1.252679309
0.0330089,0.038885291,5.36E-02,-33.70865644,7.920631746,1.246056437
0.033929178,0.03978464,5.36E-02,-33.701976,7.9122,1.239376
0.034836216,0.040673366,5.37E-02,-33.69523918,7.903793651,1.232639182
0.035730108,0.041551485,5.37E-02,-33.68844717,7.895412698,1.225847168
0.036610946,0.042419017,5.38E-02,-33.68160114,7.887057143,1.219001143
0.03747882,0.043275979,5.39E-02,-33.67470229,7.878726984,1.212102293
0.038333824,0.044122388,5.39E-02,-33.6677518,7.870422222,1.205151802
0.039176049,0.044958263,5.40E-02,-33.66075086,7.862142857,1.198150857
0.040005588,0.045783621,5.41E-02,-33.65370064,7.853888889,1.191100642
0.040822531,0.04659848,5.42E-02,-33.64660234,7.845660317,1.184002342
0.041626971,0.047402857,5.43E-02,-33.63945714,7.837457143,1.176857143
0.042419001,0.048196771,5.43E-02,-33.63226623,7.829279365,1.169666229
0.043198712,0.04898024,5.44E-02,-33.62503079,7.821126984,1.162430787
0.043966195,0.04975328,5.45E-02,-33.617752,7.813,1.155152
0.044721544,0.05051591,5.46E-02,-33.61043105,7.804898413,1.147831055
0.045464849,0.051268148,5.47E-02,-33.60306914,7.796822222,1.140469136
0.046196204,0.052010011,5.48E-02,-33.59566743,7.788771429,1.133067429
0.046915699,0.052741518,5.49E-02,-33.58822712,7.780746032,1.125627118
0.047623428,0.053462685,5.50E-02,-33.58074939,7.772746032,1.11814939
0.048319481,0.054173531,5.52E-02,-33.57323543,7.764771429,1.110635429
0.049003951,0.054874074,5.53E-02,-33.56568642,7.756822222,1.10308642
0.049676929,0.055564331,5.54E-02,-33.55810355,7.748898413,1.095503549
0.050338509,0.05624432,5.55E-02,-33.550488,7.741,1.087888
0.050988781,0.056914059,5.56E-02,-33.54284096,7.733126984,1.080240959
0.051627838,0.057573565,5.57E-02,-33.53516361,7.725279365,1.072563612
0.052255771,0.058222857,5.58E-02,-33.52745714,7.717457143,1.064857143
0.052872674,0.058861952,5.60E-02,-33.51972274,7.709660317,1.057122737
0.053478636,0.059490868,5.61E-02,-33.51196158,7.701888889,1.04936158
0.054073752,0.060109623,5.62E-02,-33.50417486,7.694142857,1.041574857
5.47E-02,0.060718234,5.63E-02,-33.49636375,7.686422222,1.033763753
0.055231808,0.06131672,5.64E-02,-33.48852945,7.678726984,1.025929453
0.055794933,0.061905097,5.65E-02,-33.48067314,7.671057143,1.018073143
0.056347578,0.062483385,5.67E-02,-33.47279601,7.663412698,1.010196007
0.056889836,0.0630516,5.68E-02,-33.46489923,7.655793651,1.002299231
0.057421798,0.06360976,5.69E-02,-33.456984,7.6482,0.994384
0.057943557,0.064157884,5.70E-02,-33.4490515,7.640631746,0.986451499
0.058455204,0.064695988,5.71E-02,-33.44110291,7.633088889,0.978502914
0.058956831,0.065224091,5.72E-02,-33.43313943,7.625571429,0.970539429
0.059448531,0.065742211,5.73E-02,-33.42516223,7.618079365,0.962562229
0.059930394,0.066250365,5.74E-02,-33.4171725,7.610612698,0.954572501
0.060402514,0.066748571,5.75E-02,-33.40917143,7.603171429,0.946571429
0.060864982,0.067236847,5.77E-02,-33.4011602,7.595755556,0.938560198
0.061317891,0.067715211,5.78E-02,-33.39313999,7.588365079,0.930539993
0.061761331,0.06818368,5.79E-02,-33.385112,7.581,0.922512
0.062195396,0.068642272,5.80E-02,-33.3770774,7.573660317,0.914477404
0.062620176,0.069091005,5.80E-02,-33.36903739,7.566346032,0.90643739
0.063035765,0.069529897,5.81E-02,-33.36099314,7.559057143,0.898393143
0.063442254,0.069958966,5.82E-02,-33.35294585,7.551793651,0.890345848
