X,Y,Z,Yaw,Pitch,Roll
-0.579017, 6.18072, -3.59954, 38.5423, -5.91147, 129.079
-0.595019, 6.28471, -3.79019, 38.4884, -5.98967, 128.984
-0.610367, 6.37109, -3.98716, 38.4358, -6.06707, 128.894
-0.625152, 6.44042, -4.19128, 38.3844, -6.14395, 128.806
-0.639387, 6.49351, -4.40173, 38.3342, -6.22004, 128.723
-0.653129, 6.5312, -4.61879, 38.285, -6.29561, 128.642
-0.66639, 6.55376, -4.84217, 38.2368, -6.37052, 128.564
-0.67925, 6.56118, -5.0727, 38.1894, -6.44525, 128.489
-0.691666, 6.55321, -5.30929, 38.1429, -6.51945, 128.416
-0.703686, 6.53037, -5.55247, 38.0973, -6.59324, 128.346
-0.715419, 6.49379, -5.80254, 38.0522, -6.66703, 128.278
-0.726872, 6.44427, -6.05921, 38.0076, -6.74074, 128.211
-0.738022, 6.38265, -6.32276, 37.9633, -6.81452, 128.145
-0.748826, 6.31002, -6.59373, 37.9188, -6.88847, 128.08
-0.759276, 6.22749, -6.87241, 37.874, -6.96279, 128.014
-0.769292, 6.13698, -7.15851, 37.8282, -7.03764, 127.946
-0.778853, 6.04097, -7.45039, 37.7815, -7.11286, 127.875
-0.787912, 5.94084, -7.74668, 37.7339, -7.18821, 127.802
-0.796479, 5.8396, -8.04681, 37.6849, -7.2638, 127.725
-0.804608, 5.73919, -8.35079, 37.6343, -7.34015, 127.643
-0.812229, 5.64153, -8.65726, 37.5821, -7.41709, 127.557
-0.819273, 5.54937, -8.96702, 37.5274, -7.49524, 127.465
-0.82572, 5.46464, -9.28036, 37.4699, -7.57501, 127.366
-0.831526, 5.38899, -9.59617, 37.4097, -7.6563, 127.26
-0.83672, 5.32379, -9.91446, 37.3463, -7.73953, 127.147
-0.841227, 5.27042, -10.2347, 37.2796, -7.82465, 127.025
-0.845035, 5.22971, -10.5563, 37.2098, -7.91163, 126.895
-0.848022, 5.20247, -10.8768, 37.137, -7.99978, 126.758
-0.850175, 5.19065, -11.1962, 37.0611, -8.08932, 126.613
-0.851365, 5.19615, -11.5131, 36.982, -8.18012, 126.458
-0.851466, 5.22063, -11.8259, 36.8996, -8.27186, 126.295
-0.850474, 5.2641, -12.134, 36.8139, -8.3645, 126.122
-0.848413, 5.32709, -12.4349, 36.7257, -8.45762, 125.943
-0.845254, 5.411, -12.7271, 36.6353, -8.55146, 125.757
-0.841082, 5.51554, -13.0088, 36.5434, -8.64573, 125.566
-0.835981, 5.64016, -13.2781, 36.4508, -8.74004, 125.373
-0.829985, 5.78486, -13.5356, 36.3578, -8.8347, 125.178
-0.823033, 5.95047, -13.7818, 36.2643, -8.93043, 124.981
-0.815044, 6.13726, -14.017, 36.1704, -9.02794, 124.785
-0.805961, 6.34496, -14.2412, 36.0766, -9.12717, 124.588
-0.795764, 6.5733, -14.455, 35.9828, -9.22854, 124.393
-0.784581, 6.81896, -14.6564, 35.8904, -9.33123, 124.201
-0.772439, 7.08058, -14.8451, 35.7999, -9.43507, 124.015
-0.759345, 7.35705, -15.0214, 35.7113, -9.54019, 123.835
-0.745191, 7.64839, -15.1862, 35.6248, -9.64709, 123.661
-0.729854, 7.9543, -15.3403, 35.5405, -9.7565, 123.494
-0.713306, 8.27451, -15.4847, 35.4584, -9.86878, 123.335
-0.695543, 8.60876, -15.6214, 35.3784, -9.98461, 123.183
-0.676598, 8.95511, -15.7504, 35.3006, -10.1038, 123.039
-0.656457, 9.31081, -15.8734, 35.2256, -10.2269, 122.905
-0.634961, 9.67532, -15.9944, 35.1526, -10.3546, 122.78
-0.61209, 10.0484, -16.1144, 35.0814, -10.4874, 122.663
-0.587887, 10.4291, -16.2349, 35.0117, -10.6252, 122.554
-0.562476, 10.8142, -16.3573, 34.9431, -10.7675, 122.45
-0.535817, 11.2035, -16.4833, 34.8751, -10.9144, 122.352
-0.5079, 11.5961, -16.6151, 34.8071, -11.0661, 122.258
-0.478758, 11.9903, -16.7534, 34.7388, -11.2224, 122.166
-0.448599, 12.3831, -16.8984, 34.6702, -11.3822, 122.076
-0.417716, 12.7713, -17.05, 34.6014, -11.544, 121.987
-0.3862, 13.1534, -17.2082, 34.5323, -11.7074, 121.899
-0.354052, 13.5273, -17.3752, 34.4623, -11.8721, 121.811
-0.321223, 13.8934, -17.5532, 34.3907, -12.0386, 121.719
-0.287766, 14.2511, -17.7424, 34.3172, -12.2066, 121.624
-0.253692, 14.5999, -17.9438, 34.2415, -12.3762, 121.525
-0.219233, 14.938, -18.1565, 34.1638, -12.5461, 121.421
-0.184743, 15.2621, -18.3793, 34.0842, -12.7144, 121.313
-0.150339, 15.571, -18.6112, 34.003, -12.8807, 121.199
-0.116159, 15.864, -18.8514, 33.9202, -13.0441, 121.079
-0.0822027, 16.141, -19.1003, 33.8355, -13.2048, 120.954
-0.0487675, 16.4018, -19.3564, 33.7492, -13.3613, 120.822
-0.0163898, 16.642, -19.6139, 33.6632, -13.5118, 120.687
0.0148956, 16.8612, -19.8725, 33.5776, -13.656, 120.55
0.0451084, 17.0593, -20.1328, 33.4925, -13.7941, 120.411
0.0741959, 17.2373, -20.3936, 33.4083, -13.9261, 120.27
0.102126, 17.3952, -20.6541, 33.3252, -14.0518, 120.128
0.128824, 17.533, -20.913, 33.2436, -14.1709, 119.987
0.154184, 17.651, -21.1688, 33.1642, -14.2832, 119.847
0.17827, 17.7506, -21.4213, 33.0869, -14.389, 119.708
0.201139, 17.8329, -21.67, 33.012, -14.4889, 119.573
0.2228, 17.8983, -21.9146, 32.9397, -14.5827, 119.44
0.242979, 17.9479, -22.1504, 32.8712, -14.6697, 119.313
0.261572, 17.9809, -22.3759, 32.807, -14.7493, 119.193
0.278553, 17.9977, -22.5911, 32.7472, -14.8216, 119.08
0.293798, 17.9977, -22.7944, 32.6926, -14.886, 118.975
0.307345, 17.9809, -22.9856, 32.6432, -14.9428, 118.88
0.319234, 17.9484, -23.1644, 32.5994, -14.9925, 118.795
0.329506, 17.9011, -23.3311, 32.5612, -15.0353, 118.721
0.33818, 17.8395, -23.4854, 32.5286, -15.0713, 118.657
0.345203, 17.7638, -23.6266, 32.5021, -15.1004, 118.605
0.350727, 17.6749, -23.7547, 32.4812, -15.1233, 118.563
0.355006, 17.5767, -23.8722, 32.465, -15.141, 118.532
0.357953, 17.4689, -23.9784, 32.4539, -15.1532, 118.51
0.35949, 17.3517, -24.0717, 32.4481, -15.1596, 118.498
0.359585, 17.2252, -24.1514, 32.4478, -15.16, 118.498
0.358123, 17.0887, -24.2166, 32.4533, -15.1539, 118.508
0.355062, 16.9429, -24.2667, 32.4648, -15.1412, 118.531
0.350449, 16.7883, -24.3014, 32.4823, -15.1221, 118.566
0.344217, 16.6255, -24.3198, 32.5058, -15.0963, 118.612
0.336421, 16.4557, -24.3217, 32.5353, -15.064, 118.67
0.327053, 16.2796, -24.3066, 32.5708, -15.0253, 118.74
0.31632, 16.0984, -24.2763, 32.6115, -14.9809, 118.82
0.30422, 15.9146, -24.2301, 32.6572, -14.9308, 118.91
0.290829, 15.7294, -24.1679, 32.7075, -14.8753, 119.008
0.276247, 15.5446, -24.0901, 32.762, -14.8148, 119.114
0.260575, 15.3625, -23.9968, 32.8203, -14.7496, 119.228
0.244041, 15.1853, -23.8893, 32.8815, -14.6807, 119.346
0.226707, 15.0136, -23.7679, 32.9453, -14.6084, 119.469
0.208671, 14.848, -23.6334, 33.0115, -14.533, 119.596
0.190022, 14.6898, -23.4862, 33.0796, -14.455, 119.727
0.170863, 14.5407, -23.327, 33.1496, -14.3749, 119.861
0.1513, 14.4013, -23.1564, 33.2209, -14.293, 119.997
0.13154, 14.2739, -22.9754, 33.2931, -14.2105, 120.135
0.111822, 14.1622, -22.7853, 33.3652, -14.1281, 120.272
0.0924229, 14.0689, -22.5878, 33.4362, -14.0472, 120.408
0.0737037, 13.9982, -22.3853, 33.5045, -13.969, 120.538
0.0559099, 13.9515, -22.1798, 33.5694, -13.8947, 120.661
0.0392391, 13.93, -21.9737, 33.63, -13.825, 120.776
0.0238891, 13.9344, -21.7693, 33.6856, -13.7608, 120.881
0.0100489, 13.9652, -21.5685, 33.7353, -13.7027, 120.975
-0.00190092, 14.0257, -21.3746, 33.7778, -13.6523, 121.055
-0.0118494, 14.1168, -21.1892, 33.8127, -13.6101, 121.119
-0.0195467, 14.2365, -21.0147, 33.8393, -13.5773, 121.169
-0.0250137, 14.3845, -20.8519, 33.8579, -13.5539, 121.203
-0.0280917, 14.5608, -20.7025, 33.8682, -13.5406, 121.221
-0.0286167, 14.7655, -20.5688, 33.8695, -13.5382, 121.223
-0.0262635, 14.9985, -20.4516, 33.8613, -13.5475, 121.208
-0.0210127, 15.2593, -20.3509, 33.8439, -13.5685, 121.176
-0.0126172, 15.5476, -20.2684, 33.8167, -13.6015, 121.129
-0.000935753, 15.862, -20.2049, 33.7797, -13.647, 121.066
0.0141122, 16.2007, -20.1614, 33.7329, -13.7046, 120.987
0.032468, 16.5614, -20.138, 33.6763, -13.7739, 120.893
0.0543528, 16.9413, -20.1361, 33.6097, -13.855, 120.784
0.079719, 17.3347, -20.1567, 33.5338, -13.9474, 120.662
0.108744, 17.7382, -20.2013, 33.4489, -14.0512, 120.529
0.141389, 18.1468, -20.2701, 33.3558, -14.1656, 120.388
0.177595, 18.558, -20.363, 33.2551, -14.2903, 120.24
0.217303, 18.9696, -20.4791, 33.1473, -14.4247, 120.086
0.260664, 19.38, -20.6186, 33.0325, -14.5689, 119.928
0.307593, 19.788, -20.7804, 32.9115, -14.7224, 119.767
0.357727, 20.1866, -20.9614, 32.7861, -14.8832, 119.609
0.411039, 20.5731, -21.1608, 32.6571, -15.0508, 119.455
0.467274, 20.9476, -21.3779, 32.525, -15.2242, 119.305
0.527383, 21.3096, -21.6167, 32.3891, -15.4054, 119.159
0.59184, 21.6573, -21.8788, 32.2499, -15.595, 119.018
0.660779, 21.9883, -22.1633, 32.1084, -15.7923, 118.883
0.734044, 22.3002, -22.4711, 31.966, -15.9965, 118.757
0.811763, 22.5932, -22.8032, 31.8226, -16.2078, 118.639
0.893613, 22.8661, -23.1578, 31.6791, -16.4255, 118.528
0.97934, 23.1189, -23.5338, 31.5358, -16.649, 118.424
1.0689, 23.3517, -23.9314, 31.3932, -16.8782, 118.327
1.16267, 23.5654, -24.352, 31.2507, -17.1142, 118.236
1.26016, 23.7604, -24.7935, 31.1092, -17.3559, 118.15
1.36119, 23.939, -25.2543, 30.9689, -17.6032, 118.068
1.4654, 24.1019, -25.7322, 30.8304, -17.8551, 117.99
1.57243, 24.2507, -26.2254, 30.694, -18.111, 117.915
1.68224, 24.3863, -26.733, 30.5597, -18.371, 117.841
1.79473, 24.5098, -27.2546, 30.4276, -18.6348, 117.767
1.90942, 24.6215, -27.7877, 30.2984, -18.9014, 117.694
2.02634, 24.7214, -28.333, 30.172, -19.171, 117.621
2.14551, 24.8124, -28.8911, 30.0479, -19.444, 117.543
2.26702, 24.8963, -29.4628, 29.9257, -19.7211, 117.462
2.39135, 24.9734, -30.0488, 29.805, -20.0031, 117.375
2.51682, 25.0432, -30.6413, 29.6865, -20.2867, 117.284
2.64236, 25.1073, -31.2347, 29.5707, -20.5697, 117.188
2.76733, 25.1662, -31.8264, 29.4572, -20.8511, 117.088
2.8914, 25.2212, -32.4127, 29.3456, -21.1302, 116.983
3.01465, 25.2724, -32.9926, 29.2357, -21.4072, 116.873
3.13744, 25.3211, -33.5662, 29.1271, -21.6828, 116.759
3.26028, 25.3679, -34.1351, 29.019, -21.958, 116.639
3.38312, 25.4138, -34.6971, 28.9118, -22.2326, 116.515
3.50547, 25.4592, -35.249, 28.806, -22.5053, 116.387
3.62765, 25.5049, -35.7912, 28.7012, -22.7768, 116.257
3.74986, 25.5513, -36.3241, 28.5973, -23.0473, 116.124
3.87219, 25.5995, -36.8473, 28.4942, -23.3171, 115.989
3.99488, 25.6498, -37.3606, 28.3915, -23.5866, 115.852
4.11793, 25.7024, -37.8644, 28.2893, -23.8557, 115.715
4.24163, 25.7579, -38.3584, 28.1874, -24.125, 115.576
4.36653, 25.8174, -38.844, 28.085, -24.3952, 115.436
4.49267, 25.882, -39.3202, 27.9821, -24.666, 115.295
4.62065, 25.9541, -39.7862, 27.8779, -24.9374, 115.153
4.75029, 26.0347, -40.2398, 27.7725, -25.2084, 115.011
4.88174, 26.1268, -40.6789, 27.6656, -25.4781, 114.869
5.01557, 26.2314, -41.1056, 27.5571, -25.7475, 114.727
5.15189, 26.3477, -41.5215, 27.4472, -26.0169, 114.585
5.29075, 26.477, -41.9273, 27.3357, -26.2867, 114.442
5.43155, 26.6201, -42.3218, 27.2233, -26.5558, 114.3
5.57333, 26.7775, -42.702, 27.1107, -26.8227, 114.159
5.71486, 26.9488, -43.0654, 26.9987, -27.0854, 114.02
5.85481, 27.1343, -43.4076, 26.8885, -27.3415, 113.885
5.99234, 27.3332, -43.7273, 26.7807, -27.5901, 113.754
6.1263, 27.5453, -44.0225, 26.676, -27.8299, 113.627
6.25559, 27.77, -44.2904, 26.5754, -28.0596, 113.506
6.37922, 28.0072, -44.5281, 26.4795, -28.2773, 113.391
6.49621, 28.2556, -44.7336, 26.3887, -28.4812, 113.283
6.60586, 28.5147, -44.9055, 26.3034, -28.6699, 113.183
6.70748, 28.7843, -45.0423, 26.224, -28.8422, 113.09
6.79995, 29.0624, -45.1418, 26.1511, -28.9958, 113.006
6.88209, 29.348, -45.2024, 26.0858, -29.1291, 112.931
6.95293, 29.6379, -45.2227, 26.0288, -29.2412, 112.867
7.0103, 29.9276, -45.201, 25.9822, -29.3299, 112.815
7.05338, 30.2137, -45.1372, 25.9467, -29.3945, 112.776
7.08019, 30.4891, -45.031, 25.9242, -29.4333, 112.751
7.08991, 30.7513, -44.8819, 25.9153, -29.4449, 112.742
7.08252, 30.9989, -44.6901, 25.9202, -29.4287, 112.749
7.05807, 31.2302, -44.4566, 25.9388, -29.3849, 112.771
7.01711, 31.4415, -44.1848, 25.9707, -29.314, 112.809
6.9602, 31.6299, -43.878, 26.0156, -29.2167, 112.862
6.88827, 31.7933, -43.5397, 26.0727, -29.0941, 112.929
6.80227, 31.9292, -43.1738, 26.1412, -28.9472, 113.01
6.70291, 32.0343, -42.7837, 26.2206, -28.7763, 113.104
6.59198, 32.1072, -42.3749, 26.309, -28.5829, 113.209
6.47082, 32.1469, -41.9515, 26.4052, -28.3682, 113.326
6.3406, 32.1518, -41.5185, 26.5086, -28.1345, 113.451
6.20274, 32.1224, -41.08, 26.6182, -27.8846, 113.585
6.05806, 32.0577, -40.639, 26.7337, -27.62, 113.728
5.90727, 31.9562, -40.198, 26.8546, -27.3421, 113.877
5.7513, 31.817, -39.7595, 26.9802, -27.0525, 114.034
5.59099, 31.6382, -39.3262, 27.11, -26.7526, 114.196
5.42712, 31.42, -38.8998, 27.2431, -26.4433, 114.363
5.26194, 31.165, -38.4844, 27.3778, -26.1281, 114.534
5.0965, 30.8745, -38.0822, 27.5131, -25.8086, 114.707
4.93262, 30.5527, -37.6954, 27.6475, -25.4873, 114.881
4.77184, 30.2003, -37.3271, 27.7797, -25.1673, 115.053
4.61451, 29.8179, -36.9785, 27.9092, -24.8498, 115.224
4.4609, 29.4069, -36.6506, 28.0355, -24.5353, 115.392
4.31146, 28.9711, -36.3431, 28.1583, -24.2251, 115.557
4.16651, 28.5133, -36.0556, 28.2771, -23.9203, 115.718
4.02554, 28.0338, -35.7865, 28.3924, -23.6202, 115.875
3.88873, 27.5362, -35.5351, 28.504, -23.3256, 116.028
3.75647, 27.0256, -35.3007, 28.6116, -23.0381, 116.175
3.62763, 26.5004, -35.0801, 28.7168, -22.7563, 116.317
3.50167, 25.9615, -34.8713, 28.8203, -22.4798, 116.454
3.37835, 25.411, -34.6724, 28.9222, -22.2082, 116.584
3.25688, 24.8479, -34.4809, 29.0234, -21.9397, 116.709
3.13679, 24.273, -34.2947, 29.1242, -21.6735, 116.829
3.01821, 23.6897, -34.1128, 29.2247, -21.41, 116.942
2.90142, 23.1024, -33.9351, 29.3247, -21.1497, 117.048
2.78678, 22.5156, -33.7607, 29.4244, -20.8936, 117.148
2.67435, 21.9327, -33.5887, 29.5238, -20.6417, 117.241
2.5635, 21.3547, -33.4168, 29.6237, -20.3928, 117.326
2.45398, 20.7828, -33.2438, 29.7243, -20.1465, 117.405
2.34557, 20.218, -33.0688, 29.8259, -19.9023, 117.477
2.23797, 19.6639, -32.8897, 29.929, -19.6596, 117.543
2.13159, 19.1245, -32.7054, 30.0337, -19.419, 117.603
2.02635, 18.5996, -32.5145, 30.1404, -19.1803, 117.658
1.92179, 18.0887, -32.3139, 30.25, -18.942, 117.71
1.81782, 17.5927, -32.1027, 30.3629, -18.7038, 117.759
1.71542, 17.1165, -31.8812, 30.4786, -18.4675, 117.805
1.61436, 16.6604, -31.6471, 30.5976, -18.2325, 117.85
1.51441, 16.2249, -31.3984, 30.72, -17.9983, 117.895
1.4169, 15.8178, -31.1365, 30.8439, -17.7677, 117.941
1.32331, 15.438, -30.8745, 30.9657, -17.5454, 117.984
1.23345, 15.0847, -30.6117, 31.0857, -17.3307, 118.026
1.14783, 14.7607, -30.3489, 31.2032, -17.125, 118.066
1.06709, 14.4678, -30.0878, 31.3171, -16.9297, 118.105
0.990972, 14.2048, -29.8275, 31.4277, -16.7441, 118.144
0.919073, 13.9692, -29.5673, 31.5352, -16.5674, 118.182
0.851067, 13.7593, -29.3066, 31.6399, -16.3987, 118.222
0.787184, 13.5745, -29.0459, 31.7411, -16.2386, 118.264
0.727478, 13.4145, -28.7857, 31.8389, -16.0872, 118.308
0.691049, 13.3028, -28.6448, 31.8961, -15.9965, 118.328
0.656134, 13.2025, -28.501, 31.9527, -15.9087, 118.35
0.622715, 13.1127, -28.3549, 32.0088, -15.8235, 118.374
0.59059, 13.032, -28.2068, 32.0642, -15.7408, 118.399
0.559968, 12.9618, -28.0572, 32.1184, -15.661, 118.427
0.531424, 12.9036, -27.9094, 32.1704, -15.5857, 118.455
0.505296, 12.8581, -27.7651, 32.2194, -15.516, 118.483
0.48131, 12.8228, -27.6257, 32.2649, -15.4515, 118.511
0.460051, 12.7976, -27.4964, 32.3057, -15.3941, 118.537
