X,Y,Z,Yaw,Pitch,Roll
3.03157, 25.2017, -33.2011, 29.2102, -21.4371, 117.02
3.09473, 25.4548, -33.3334, 29.1585, -21.5773, 116.947
3.16718, 25.7112, -33.5037, 29.0992, -21.7379, 116.863
3.24864, 25.9706, -33.7101, 29.0324, -21.918, 116.769
3.33886, 26.2311, -33.9508, 28.9585, -22.1171, 116.665
3.43725, 26.4911, -34.2237, 28.8776, -22.3336, 116.552
3.54319, 26.7494, -34.5255, 28.7906, -22.5662, 116.43
3.65578, 27.005, -34.8523, 28.6982, -22.8127, 116.301
3.7746, 27.2567, -35.2022, 28.6009, -23.0722, 116.166
3.89903, 27.5035, -35.5728, 28.4991, -23.3433, 116.025
4.02823, 27.7436, -35.9612, 28.3936, -23.6239, 115.879
4.16109, 27.9744, -36.3631, 28.2855, -23.9115, 115.73
4.29828, 28.1956, -36.7799, 28.1741, -24.2063, 115.577
4.44047, 28.4072, -37.2129, 28.0586, -24.5085, 115.419
4.58796, 28.6091, -37.6622, 27.9386, -24.8176, 115.257
4.74055, 28.8014, -38.1263, 27.8145, -25.1328, 115.092
4.89762, 28.9835, -38.6019, 27.6866, -25.4519, 114.923
5.05862, 29.1546, -39.0864, 27.5558, -25.7732, 114.752
5.22083, 29.3122, -39.5725, 27.4238, -26.0908, 114.582
5.38295, 29.4553, -40.0569, 27.2916, -26.402, 114.413
5.54487, 29.584, -40.5394, 27.159, -26.7062, 114.247
5.70711, 29.6999, -41.0217, 27.0257, -27.0041, 114.082
5.86998, 29.8047, -41.5039, 26.891, -27.2955, 113.917
6.03344, 29.8993, -41.9862, 26.7552, -27.5803, 113.754
6.19659, 29.9849, -42.4657, 26.6185, -27.8563, 113.592
6.36006, 30.0633, -42.943, 26.4805, -28.1245, 113.432
6.5243, 30.1353, -43.4195, 26.3408, -28.3855, 113.273
6.68993, 30.2016, -43.8973, 26.1985, -28.6404, 113.116
6.85666, 30.2627, -44.3754, 26.054, -28.8885, 112.96
7.0245, 30.3194, -44.8536, 25.9069, -29.13, 112.805
7.19405, 30.373, -45.332, 25.7568, -29.3659, 112.651
7.36529, 30.4253, -45.8109, 25.6035, -29.5962, 112.498
7.53647, 30.4773, -46.2841, 25.4486, -29.8193, 112.347
7.70592, 30.5301, -46.7462, 25.2939, -30.034, 112.2
7.8724, 30.5843, -47.1938, 25.1408, -30.2399, 112.06
8.03609, 30.6407, -47.6271, 24.9893, -30.4374, 111.924
8.19683, 30.701, -48.0455, 24.8394, -30.6274, 111.795
8.3548, 30.7667, -48.4488, 24.6912, -30.8111, 111.671
8.51129, 30.8407, -48.8397, 24.5437, -30.9914, 111.552
8.66677, 30.9246, -49.2191, 24.3968, -31.1698, 111.437
8.82121, 31.0192, -49.5858, 24.2507, -31.3465, 111.327
8.97374, 31.124, -49.9374, 24.1064, -31.5211, 111.222
9.12378, 31.2399, -50.2722, 23.9647, -31.6936, 111.124
9.27125, 31.3667, -50.5896, 23.8257, -31.8645, 111.033
9.4167, 31.505, -50.8909, 23.6894, -32.0351, 110.948
9.55903, 31.6544, -51.1737, 23.5565, -32.204, 110.869
9.69709, 31.8143, -51.4358, 23.4282, -32.3698, 110.797
9.83011, 31.9843, -51.6755, 23.3052, -32.5313, 110.732
9.95795, 32.1645, -51.8925, 23.1876, -32.6886, 110.673
10.0804, 32.3543, -52.0867, 23.0756, -32.8414, 110.62
10.1966, 32.5526, -52.2573, 22.9701, -32.9884, 110.574
10.3065, 32.7592, -52.4045, 22.871, -33.1299, 110.534
10.4109, 32.973, -52.5313, 22.7776, -33.2664, 110.499
10.5105, 33.1947, -52.6397, 22.689, -33.3986, 110.469
10.606, 33.4252, -52.731, 22.6046, -33.5269, 110.442
10.6973, 33.6643, -52.8053, 22.5243, -33.6509, 110.418
10.7843, 33.9105, -52.8631, 22.4482, -33.7704, 110.398
10.8666, 34.1631, -52.9046, 22.3766, -33.8845, 110.38
10.9438, 34.4192, -52.9302, 22.3097, -33.9924, 110.365
11.0158, 34.6783, -52.9401, 22.2475, -34.0941, 110.352
11.0827, 34.9397, -52.9354, 22.19, -34.1894, 110.341
11.1446, 35.2027, -52.917, 22.137, -34.2781, 110.332
11.2013, 35.4654, -52.8853, 22.0884, -34.3597, 110.325
11.2527, 35.727, -52.8408, 22.0445, -34.4337, 110.318
11.2981, 35.9861, -52.7836, 22.0055, -34.4992, 110.312
11.3378, 36.2412, -52.7151, 21.9715, -34.5564, 110.307
11.3719, 36.4912, -52.6358, 21.9423, -34.6056, 110.303
11.4005, 36.7358, -52.5464, 21.9178, -34.6467, 110.299
11.4236, 36.9746, -52.4474, 21.898, -34.6801, 110.296
11.4412, 37.207, -52.3387, 21.8829, -34.7054, 110.294
11.4536, 37.4332, -52.2213, 21.8722, -34.7233, 110.292
11.4605, 37.6513, -52.0953, 21.8662, -34.7333, 110.292
11.4611, 37.8593, -51.9605, 21.8657, -34.7341, 110.292
11.4548, 38.0527, -51.818, 21.871, -34.725, 110.293
11.4405, 38.226, -51.6686, 21.8832, -34.7045, 110.295
11.4173, 38.3762, -51.512, 21.903, -34.6711, 110.298
11.3846, 38.4997, -51.3495, 21.9311, -34.6247, 110.303
11.3427, 38.5944, -51.1822, 21.9673, -34.5656, 110.311
11.2968, 38.6596, -51.0832, 22.0068, -34.5008, 110.319
11.2472, 38.6942, -51.0526, 22.0497, -34.4305, 110.328
11.1939, 38.6964, -51.0898, 22.0956, -34.3551, 110.337
11.1376, 38.6648, -51.1949, 22.1441, -34.2753, 110.346
11.0791, 38.5982, -51.3682, 22.1946, -34.1922, 110.356
11.0188, 38.4948, -51.6094, 22.2466, -34.1066, 110.366
10.9573, 38.3545, -51.9187, 22.2995, -34.0194, 110.376
10.8954, 38.1782, -52.2961, 22.3529, -33.9314, 110.386
10.834, 37.9672, -52.7431, 22.4058, -33.8442, 110.396
10.774, 37.7215, -53.2609, 22.4575, -33.7591, 110.406
10.716, 37.4392, -53.8488, 22.5075, -33.6768, 110.415
10.6594, 37.1362, -54.483, 22.5563, -33.5966, 110.425
10.6047, 36.812, -55.1679, 22.6035, -33.5192, 110.435
10.5527, 36.468, -55.9087, 22.6484, -33.4459, 110.444
10.5056, 36.1071, -56.7124, 22.6891, -33.3796, 110.452
10.4644, 35.7306, -57.5865, 22.7249, -33.3219, 110.461
10.4314, 35.3436, -58.5404, 22.7538, -33.2762, 110.468
10.4093, 34.9491, -59.5867, 22.7732, -33.2461, 110.473
10.4011, 34.5519, -60.7396, 22.7805, -33.2347, 110.474
10.4083, 34.1521, -62.0167, 22.7742, -33.2437, 110.471
10.3991, 33.9356, -62.6142, 22.7821, -33.2305, 110.472
10.3916, 33.7137, -63.208, 22.7886, -33.2197, 110.473
10.3859, 33.488, -63.7986, 22.7935, -33.2115, 110.474
10.3821, 33.2602, -64.3856, 22.7968, -33.2061, 110.474
10.3802, 33.0328, -64.9691, 22.7985, -33.2034, 110.475
10.3803, 32.8096, -65.5491, 22.7985, -33.2036, 110.475
10.3826, 32.5926, -66.1252, 22.7965, -33.2071, 110.475
10.3875, 32.3844, -66.6964, 22.7924, -33.2143, 110.474
10.3947, 32.1868, -67.2605, 22.7863, -33.2247, 110.473
